-421.146210,-234.550339,480.044220
-420.901001,-228.862610,486.898743
-420.491913,-240.126175,473.679077
-420.104523,-222.819519,492.133545
-419.083893,-228.286362,494.365356
-418.930481,-243.921036,468.675079
-418.883179,-243.923798,474.365173
-418.501312,-221.231155,498.920105
-416.765442,-247.137268,466.011200
-416.238434,-215.293549,506.295502
-414.071320,-203.075500,512.764160
-413.966125,-209.955002,512.578247
-413.944122,-121.258621,620.758118
-413.918915,-134.486938,614.292236
-413.702881,-247.887451,454.992859
-413.662079,-141.120697,607.996582
-413.617859,-250.616226,462.096008
-413.445282,-127.978302,620.655823
-412.855377,-146.904205,601.726135
-412.557220,-107.905441,627.356262
-412.507324,-114.638153,627.152588
-412.370300,-146.582962,596.358582
-412.054718,-150.729095,596.120361
-411.952484,-135.189651,621.071106
-411.860626,-200.075821,519.242615
-411.561279,-206.972961,519.293701
-411.125031,-149.028687,590.170349
-410.435822,-247.667328,447.947235
-410.048462,-155.569778,587.495422
-409.929047,-194.067047,525.636841
-408.475281,-101.243378,634.182434
-408.393311,-154.787704,582.294983
-408.363983,-148.295258,582.499268
-407.996979,-94.722244,633.808533
-407.855072,-188.974991,531.849670
-407.241516,-234.736847,433.768463
-407.237976,-247.090942,442.079315
-406.737671,-241.139221,436.537109
-405.702087,-179.962799,539.606445
-405.484924,-154.602295,575.972778
-405.242340,-188.619003,539.941650
-403.589020,-174.276566,546.302307
-402.197693,-175.272949,553.854614
-401.977081,-161.527023,569.074036
-401.351044,-168.449265,553.454163
-401.309357,-88.163040,638.667236
-401.238159,-247.986023,434.597137
-401.020142,-234.818497,427.242889
-400.751465,-168.821655,561.191162
-400.733276,-241.258469,429.910950
-400.080933,-161.714294,560.731079
-394.953369,-81.392883,641.318970
-394.780334,-74.974365,638.945984
-394.593140,-234.812531,422.445923
-393.373047,-228.511810,420.448151
-388.497864,-74.659691,642.980469
-388.229065,-68.206665,640.482239
-387.451416,-223.346085,416.832916
-387.332306,-62.277069,637.686768
-387.324493,-228.495972,417.428497
-387.284363,-56.927792,633.201721
-381.683075,-220.563629,414.334686
-381.120178,-48.191925,633.993286
-379.332886,-42.497841,628.314575
-378.670502,-41.074200,622.671448
-376.990173,-41.834038,633.898621
-375.430420,-215.068832,412.243347
-374.171326,-34.814335,627.713135
-374.014740,-34.758232,621.794312
-368.261444,-27.980528,627.730652
-368.222961,-215.395386,410.575928
-367.730957,-29.989412,633.663330
-362.107605,-209.763794,409.267700
-361.553101,-20.962744,627.122253
-361.123383,-23.202105,633.794800
-356.460083,-15.390071,627.385315
-355.393219,-208.196991,406.647217
-354.484589,-200.560623,406.802307
-352.629272,-10.549092,627.242188
-350.394470,-201.671265,285.922974
-350.383026,-201.090012,297.926971
-350.296509,-200.648132,304.638611
-350.224182,-193.647858,352.399445
-349.873596,-199.918854,331.428345
-349.647156,-199.081345,338.501617
-347.766907,-203.194550,403.027588
-347.562531,-205.046906,279.100159
-347.536316,-204.536499,273.993835
-347.335968,-195.348740,402.429626
-347.188782,-193.933182,359.168457
-347.176453,-204.571381,300.536865
-347.138031,-190.973541,367.340424
-346.968689,-204.011566,307.247589
-346.896484,-196.848724,352.386597
-346.615295,-203.591919,313.821350
-346.569458,-199.616852,345.748627
-346.505066,-203.131042,320.613129
-346.333496,-3.057631,627.732422
-346.265839,-203.088837,327.433289
-346.200836,-206.885910,284.037842
-346.154816,-202.882080,334.186432
-346.090393,-206.595734,292.766998
-345.400055,194.920273,735.502197
-345.360779,219.724060,744.204102
-345.080444,201.707443,740.606018
-344.828461,215.049362,748.465332
-344.380341,208.107620,745.922180
-344.231110,187.220901,733.546204
-343.772125,-208.302490,272.244385
-343.501831,-206.440964,265.590973
-343.231079,-193.488434,371.363037
-342.882355,194.653900,740.904175
-342.698212,174.277985,729.305115
-342.613525,-191.846664,378.876038
-342.560059,180.197723,733.448547
-342.252655,-1.336620,634.706360
